iter	RMSE
722	5.457516812
723	5.456102284
724	5.455215314
725	5.454147253
726	5.453540541
727	5.452841475
728	5.451921391
729	5.451417699
730	5.450357357
731	5.449064328
732	5.448562932
733	5.448344307
734	5.447457182
735	5.447106669
736	5.446374409
737	5.445519546
738	5.445365171
739	5.444137478
740	5.443629731
741	5.441257541
742	5.440516571
743	5.439701335
744	5.439103063
745	5.438335748
746	5.437751435
747	5.43716852
748	5.436328758
749	5.435779287
750	5.434427053
751	5.433808464
752	5.432871206
753	5.432011929
754	5.430891259
755	5.430450816
756	5.430394969
757	5.430052084
758	5.429693954
759	5.429081232
760	5.428857116
761	5.428259054
762	5.428036576
763	5.427711295
764	5.427126308
765	5.426440887
766	5.426274318
767	5.424912024
768	5.424285553
769	5.423923077
770	5.423622344
771	5.423150133
772	5.422623597
773	5.422223097
774	5.421876624
775	5.420687283
776	5.419975913
777	5.419841628
778	5.419404945
779	5.418828004
780	5.417801797
781	5.417637012
782	5.416124631
783	5.414909509
784	5.414441772
785	5.413715237
786	5.41357604
787	5.413291393
788	5.412316049
789	5.411391752
790	5.410993717
791	5.410614913
792	5.410275449
793	5.409950523
794	5.409159098
795	5.408663864
796	5.407884149
797	5.40762274
798	5.407235799
799	5.406613543
800	5.406203685
801	5.405388158
802	5.404099995
803	5.403849217
804	5.402621553
805	5.402045776
806	5.401686625
807	5.401430272
808	5.401025704
809	5.400617104
810	5.400244996
811	5.399450234
812	5.398875558
813	5.397574007
814	5.397012787
815	5.396642417
816	5.395951318
817	5.395739666
818	5.394690928
819	5.39381442
820	5.393392389
821	5.391266289
822	5.3905065
823	5.388903762
824	5.388456033
825	5.387804646
826	5.386799442
827	5.385602965
828	5.385497121
829	5.385158738
830	5.383934547
831	5.383401321
832	5.383156577
833	5.382387464
834	5.381559167
835	5.380751402
836	5.379410821
837	5.378938589
838	5.37822272
839	5.377724665
840	5.377471861
841	5.377236443
842	5.376521128
843	5.376336586
844	5.375754733
845	5.375439688
846	5.374927429
847	5.374284186
848	5.373676226
849	5.373061751
850	5.372401548
851	5.371383958
852	5.371103611
853	5.370637234
854	5.370440322
855	5.370051255
856	5.369618518
857	5.369187632
858	5.369059025
859	5.368712675
860	5.36828846
861	5.367925642
862	5.367254023
863	5.367059049
864	5.36681974
865	5.366379259
866	5.365698751
867	5.364987328
868	5.364324444
869	5.363829499
870	5.363241712
871	5.362906309
872	5.36262125
873	5.361940576
874	5.360539258
875	5.359689461
876	5.359569337
877	5.359285549
878	5.358231131
879	5.357277145
880	5.357086893
881	5.35667612
882	5.356539678
883	5.355951396
884	5.355833176
885	5.35538651
886	5.354019865
887	5.353750652
888	5.353036381
889	5.352703433
890	5.351881536
891	5.350592033
892	5.348842605
893	5.348573759
894	5.347776912
895	5.347463502
896	5.347048761
897	5.346608059
898	5.345955969
899	5.34504239
900	5.343967823
901	5.343688836
902	5.34316727
903	5.342941782
904	5.342546547
905	5.342026519
906	5.341771809
907	5.341336235
908	5.341005965
909	5.340443831
910	5.340381832
911	5.339665891
912	5.339262708
913	5.338136772
914	5.337959197
915	5.337438296
916	5.336028689
917	5.335559942
918	5.334998941
919	5.334802817
920	5.33447611
921	5.333842844
922	5.333479631
923	5.333294305
924	5.333069796
925	5.332871347
926	5.332099147
927	5.331549089
928	5.33110387
929	5.330863743
930	5.330083773
931	5.329714602
932	5.329195866
933	5.328694408
934	5.327808863
935	5.327484728
936	5.326778587
937	5.325783201
938	5.325168701
939	5.324695276
940	5.324129824
941	5.32341758
942	5.322818635
943	5.32274549
944	5.321656424
945	5.321295722
946	5.320965972
947	5.320076868
948	5.319713024
949	5.319130812
950	5.318380327
951	5.317833928
952	5.316349576
953	5.315442101
954	5.314706818
955	5.313982052
956	5.313669283
957	5.313296323
958	5.312906104
959	5.31184644
960	5.311608545
961	5.310344927
962	5.309670575
963	5.308686521
964	5.308093059
965	5.307977902
966	5.307536879
967	5.306357218
968	5.305649001
969	5.305071403
970	5.304318861
971	5.303996713
972	5.303479422
973	5.303285765
974	5.302958417
975	5.302683112
976	5.302337536
977	5.301904104
978	5.301332389
979	5.301228752
980	5.300796983
981	5.300712814
982	5.300417928
983	5.299966814
984	5.299306999
985	5.298419471
986	5.297902261
987	5.296737593
988	5.295944312
989	5.29571481
990	5.294166542
991	5.293571034
992	5.293161667
993	5.29270362
994	5.291481544
995	5.2912146
996	5.290642513
997	5.290013521
998	5.289291123
999	5.288811065
